,doi,type,text_redacted
1409,10.1016/j.cej.2016.03.032,sol_gel_ceramic_synthesis,CeO2-TiO2 mixed oxides with various molar ratios o ... ly pressed and sieved to 40-60 meshes before used.
1410,10.1007/s10008-011-1544-z,sol_gel_ceramic_synthesis,F-doped LiFePO4/C was prepared with a sol-gel meth ... ng the same procedure without the addition of LiF.
1411,10.1007/s10854-015-2866-x,sol_gel_ceramic_synthesis,"Bi1-xTbxFeO3 (x = 0, 0.05) nanoparticles were synt ... ) and 650 degC (sample 5T6) for 4 h, respectively."
1412,10.1016/j.tsf.2011.10.166,sol_gel_ceramic_synthesis,"Samples of cerium oxide CeO2 were produced with th ...  thermally treated for 5 h at 500 degC, under air."
1413,10.1016/j.materresbull.2006.12.015,sol_gel_ceramic_synthesis,"All samples are prepared by sol-gel process: appro ... ing M2(Mg, Zn)Si2O7:Mn2+ (M = Ca, Sr, Ba) samples."
1414,10.1007/s10854-014-2107-8,sol_gel_ceramic_synthesis,ZnO powders with different Fe doping concentration ... 2 h and 700 degC for 4 h in succession in an oven.
1415,10.1016/j.matlet.2015.10.100,sol_gel_ceramic_synthesis,LTO composites were synthesized with a sol-gel met ...  muffle furnace at 900 degCfor 20 h to obtain LTO.
1416,10.1016/j.matchemphys.2005.06.014,sol_gel_ceramic_synthesis,"A sol-gel method was employed to prepare layered L ... 3 h in air, and then quenched to room temperature."
1417,10.1007/s10008-013-2301-2,sol_gel_ceramic_synthesis,Pristine and Sm- and La-substituted spinel LiSmxLa ... . The calcined powders were ground well for 3-4 h.
1418,10.1007/s10853-006-1429-1,sol_gel_ceramic_synthesis,"The powders with the nominal composition of (Na0.5 ...  at 600 degC for 1 h, the powders can be obtained."
1419,10.1111/ijac.12244,sol_gel_ceramic_synthesis,YIG particles have been prepared using the citric  ... gC for 3 h to obtain crystalline particles of YIG.
1420,10.1016/j.jeurceramsoc.2011.03.015,sol_gel_ceramic_synthesis,The NiO-YSZ nanoparticles were obtained by a modif ... f obtaining the nanopowder is presented in Fig. 1.
1421,10.1007/s10854-013-1369-x,sol_gel_ceramic_synthesis,"In the present investigation, Zn0.98-xMn0.02CuxO ( ... ir atmosphere for 4 h followed by furnace cooling."
1422,10.1016/j.jpowsour.2014.09.183,sol_gel_ceramic_synthesis,"La0.7Sr0.3Mn0.7Co0.3O3-coated LiMn2O4 samples were ... , and the bare LiMn2O4 was designated as sample-0."
1423,10.1016/j.apcatb.2013.05.036,sol_gel_ceramic_synthesis,A series of nanometric perovskite catalysts La1-xK ...  flow to form spongeous powder of final catalysts.
1424,10.1007/s00339-014-8618-6,sol_gel_ceramic_synthesis,"La0.67Ca0.33MnO3 green body was synthesized by a s ... ed between 600 and 1,500 degC in the air for 12 h."
1425,10.1016/j.jallcom.2009.06.033,sol_gel_ceramic_synthesis,Fine particles of Cobalt ferrite were synthesized  ...  and sintered samples are designated as CP and C8.
1426,10.1016/j.physe.2016.03.032,sol_gel_ceramic_synthesis,To synthesize the MgO nanocrystallites by aqueous  ... o obtain samples of the desired crystallite sizes.
1427,10.1016/j.jpowsour.2007.01.063,sol_gel_ceramic_synthesis,The Dy-doped NiO powder was prepared from metallic ... ant products were reduced to about 1-mm particles.
1428,10.1007/s10854-016-5772-y,sol_gel_ceramic_synthesis,Sample of hexagonal magnetoplumbite type ferrite B ... in to the final elevated temperature in a furnace.
1429,10.1016/j.jpowsour.2011.12.047,sol_gel_ceramic_synthesis,The LVP/C composite material was synthesized by a  ...  atmosphere to yield the LVP/C composite material.
1430,10.1016/j.optmat.2014.03.018,sol_gel_ceramic_synthesis,The nanocrystals were prepared in the Institute of ... lcined in the air atmosphere at 1000 degC for 7 h.
1431,10.1016/j.electacta.2013.06.075,sol_gel_ceramic_synthesis,"The materials discussed in this paper were synthes ...  Sn/Fe ratio of 1:99, 3:97 and 5:95, respectively."
1432,10.1016/j.electacta.2015.06.085,sol_gel_ceramic_synthesis,The pristine Li1.18Co0.15Ni0.15Mn0.52O2 was prepar ... for 12 h followed by quenching in liquid nitrogen.
1433,10.1016/j.jpowsour.2004.12.006,sol_gel_ceramic_synthesis,The sol-gel process was adapted to the synthesis o ... 00 degC for 8 h in air to obtain the spinel phase.
1434,10.1016/j.apcatb.2004.09.015,sol_gel_ceramic_synthesis,Al2O3-La2O3 binary oxides with varying concentrati ... wed by calcination in an oven at 650 degC for 4 h.
1435,10.1016/j.cattod.2007.10.036,sol_gel_ceramic_synthesis,Nanocrystalline α-Al2O3 and Ni-modified α-Al2O3 we ... n followed the same procedures as that of α-Al2O3.
1436,10.1016/j.electacta.2012.12.054,sol_gel_ceramic_synthesis,"Li9V3-xMnx(P2O7)3(PO4)2 (x = 0.00, 0.02, 0.05, 0.0 ... ered at 750 degC under the same ambience for 10 h."
1437,10.1016/j.optmat.2010.11.023,sol_gel_ceramic_synthesis,Y3-xLuxAl3MgSiO12 samples were synthesized by an a ... intering at 1600 degC for 4 h under CO atmosphere.
1438,10.1016/j.fuel.2015.01.061,sol_gel_ceramic_synthesis,"TiO2, CeO2/TiO2 and CeO2-WO3/TiO2 catalysts were p ...  percentage of CeO2 and WO3 to TiO2, respectively."
1439,10.1016/j.electacta.2013.07.026,sol_gel_ceramic_synthesis,MgFe2O4 nanoparticles were synthesized by a sol-ge ... ed at 500 degC for 2 h in the muffle furnace [22].
1440,10.1016/j.electacta.2014.12.119,sol_gel_ceramic_synthesis,"Analytical pure NH4VO3, lithium oxalate, sodium ox ... n a motor and annealed at 400 degC for 4 h in air."
1441,10.1016/j.jelechem.2007.08.004,sol_gel_ceramic_synthesis,Powdered CuCo2O4 was synthesized using a sol-gel m ... 3 h under air atmosphere to form the oxide powder.
1442,10.1016/j.matchemphys.2007.04.004,sol_gel_ceramic_synthesis,"Cr-doped LiMn2-xCrxO4 [x = 0.1, 0.2, 0.3 and 0.4]  ... ric acid through sol-gel route as given in Fig. 1."
1443,10.1016/j.mseb.2011.01.003,sol_gel_ceramic_synthesis,The (Y1-xEux)2O3 particles were prepared by a Pech ...  materials and to obtain the nanophosphor powders.
1444,10.1016/j.matchemphys.2006.11.016,sol_gel_ceramic_synthesis,Gadolinium aluminate (GdAlO3) ceramic samples were ... nthesis of the GdAlO3 ceramics is shown in Fig. 1.
1445,10.1007/s10854-011-0549-9,sol_gel_ceramic_synthesis,The BT powder was prepared by a solid state reacti ... a heating rate of 5 degC/min to get the BF powder.
1446,10.1016/j.matlet.2010.03.023,sol_gel_ceramic_synthesis,The C12A7-O- particles were prepared by the citric ...  and finally formed the powder sample of C12A7-O-.
1447,10.1016/j.electacta.2013.10.215,sol_gel_ceramic_synthesis,Li[Li0.18Ni0.15Co0.15Mn0.52]O2 was synthesized by  ... 00 degC in air for 12 h and quenched in liquid N2.
1448,10.1016/j.matchemphys.2005.12.035,sol_gel_ceramic_synthesis,"LiNi0.8-xCo0.2CexO2 compounds, where x = 0.00, 0.0 ... ooled and ground to a fine polycrystalline powder."
1449,10.1007/s00339-016-0207-4,sol_gel_ceramic_synthesis,"PbTi1-xFexO3 nanoparticles with x = 0.00, 0.02, 0. ... temperatures for 3 h to crystallize the materials."
1450,10.1016/j.jpowsour.2014.04.096,sol_gel_ceramic_synthesis,Perovskite oxide nanoparticles were synthesized by ... 0 degC for 2 h to obtain perovskite oxide powders.
1451,10.1016/j.electacta.2016.02.210,sol_gel_ceramic_synthesis,"Dual doped Li1.2-xNaxMn0.6-xAlxNi0.2O2 (x = 0, 0.0 ... named as D0, D1, D2, D3, D4, and D5, respectively."
1452,10.1016/j.ssi.2012.01.013,sol_gel_ceramic_synthesis,Phosphosilicate gel powders were prepared via a so ... wders were then dried at 140 degC for 24 h in air.
1453,10.1016/j.cej.2011.01.079,sol_gel_ceramic_synthesis,The Er3+ (1.0%):YAlO3 as up-conversion luminescenc ...  ions and finally form the Er3+:YAlO3 nanocrystal.
1454,10.1016/j.cattod.2009.12.010,sol_gel_ceramic_synthesis,Sol-gel catalysts were synthesized by a pseudo sol ... epared via a sol-gel route are referred to as CZS.
1455,10.1016/j.apcata.2007.07.005,sol_gel_ceramic_synthesis,The nanoparticle catalysts were prepared by a sol- ...  the precursors were calcined at 300 degC for 3 h.
1456,10.1007/s10008-012-1851-z,sol_gel_ceramic_synthesis,"In sol-gel method, a precursor mix consisting of a ...  ground and subjected to characterization studies."
1457,10.1016/j.jallcom.2013.07.007,sol_gel_ceramic_synthesis,Macroporous LiNi0.5Co0.2Mn0.3O2 powders were synth ... btain the macroporous LiNi0.5Co0.2Mn0.3O2 powders.
1458,10.1016/j.jpowsour.2016.02.066,sol_gel_ceramic_synthesis,Six samples with the nominal stoichiometry Na3V2-x ... ing an Elemental CHNS Eurovector EA 3000 analyzer.
1459,10.1007/s10854-015-4029-5,sol_gel_ceramic_synthesis,BiFeO3 nanoparticles were synthesized by the citri ...  in air at 600 degC in tubular resistance furnace.
1460,10.1016/j.matchemphys.2012.10.019,sol_gel_ceramic_synthesis,"In the aqueous sol-gel process, the following mate ... ere further sintered in air at 1000 degC for 10 h."
1461,10.1007/s10854-014-2132-7,sol_gel_ceramic_synthesis,The pure and Yb (1 and 3 %) doped SrTiO3 compounds ... 0 degC for 4 h to achieve high crystalline nature.
1462,10.1016/j.jpcs.2006.09.012,sol_gel_ceramic_synthesis,Pb1-xCaxTiO3 (x=0-0.35%) powders have been prepare ... ts by using polyvinyl alcohol (PVA) as the binder.
1463,10.1016/j.apcatb.2007.09.039,sol_gel_ceramic_synthesis,"The catalyst was prepared by sol-gel method. All c ... n to Ti, respectively, e.g., Fe(0.1)-Mn(0.4)/TiO2."
1464,10.1007/s10854-015-3223-9,sol_gel_ceramic_synthesis,"The polycrystalline samples of pure and Cr (5, 10, ... 0 degC for 4 h to achieve high crystalline nature."
1465,10.1016/j.jpowsour.2005.05.065,sol_gel_ceramic_synthesis,"Fine Zr-incorporated LiCoO2 (hereafter called Zr-L ... r:Co molar ratios of 0.97 and 0.015, respectively."
1466,10.1016/j.matchemphys.2013.03.023,sol_gel_ceramic_synthesis,"Compared with the solid-state method, the reaction ...  for 5 h to obtain the requisite phosphor samples."
1467,10.1016/j.ijhydene.2011.11.122,sol_gel_ceramic_synthesis,LSM oxide powder was synthesized by a combined eth ... t the products with the desired lattice structure.
1468,10.1016/j.mseb.2007.07.056,sol_gel_ceramic_synthesis,TiO2:Pr was first prepared by sol-gel process usin ...  room temperature to obtain doped TiO2 nanopowder.
1469,10.1016/j.jpcs.2015.07.006,sol_gel_ceramic_synthesis,The SrFe12O19 powder was obtained using the sol-ge ... h at 250 degC under an oxygen flow of 200 cm3/min.
1470,10.1016/j.matchemphys.2009.12.014,sol_gel_ceramic_synthesis,"The RE (Eu3+, Sm3+ and Eu3+/Dy3+) doped yttrium va ... hen ground and used for further preparation steps."
1471,10.1016/j.jpowsour.2015.06.146,sol_gel_ceramic_synthesis,"Li3-xNaxV2-xTix(PO4)3/C (x = 0, 0.01, 0.03, 0.05,  ... re heated at 650 degC for 3 h in an Ar atmosphere."
1472,10.1007/bf02838527,sol_gel_ceramic_synthesis,Normal spinel LiMn2O4 was synthesized by sol-gel m ... MnO2 can be obtained after lithium ion extraction.
1473,10.1016/j.electacta.2013.05.151,sol_gel_ceramic_synthesis,"W-doped and pure lithium titanates, Li4Ti5-xWxO12  ... of Li during the high temperature heating process."
1474,10.1016/j.optmat.2011.02.017,sol_gel_ceramic_synthesis,"The Ce3+ and Tb3+ co-doped Ln2Si2O7 (Ln = Y, Gd) s ... epared samples appeared to be white color in body."
1475,10.1016/j.electacta.2014.04.155,sol_gel_ceramic_synthesis,"LiCoO2 cathode material was synthesized by a sol-g ... perature, finally yielding black powder of LiCoO2."
1476,10.1002/jctb.4578,sol_gel_ceramic_synthesis,"CaFe2O4 nanoparticles were synthesized by a sol-ge ...  calcined at 673 K, 973 K and 1173 K for 8 h each."
1477,10.1007/s10854-014-2163-0,sol_gel_ceramic_synthesis,"Zr doped BFO (BiFe1-xZrxO3, x = 0.03, 0.07, 0.10 a ... in order to obtain crystallized BFO nanoparticles."
1478,10.1002/ep.11688,sol_gel_ceramic_synthesis,The Er0.03Y2.97Al5O12 samples were prepared by the ... les were obtained after cooling in air atmosphere.
1479,10.1016/j.actamat.2008.06.004,sol_gel_ceramic_synthesis,"LnBaCo2O5+δ (Ln = La,Y, Pr, Nd, Sm and Gd) composi ... sphere to yield the desired oxide powder products."
1480,10.1016/j.electacta.2014.04.178,sol_gel_ceramic_synthesis,The other Li3V2(PO4)3/C composite was prepared by  ... egC in Ar atmosphere to obtain the LVP/C-2 sample.
1481,10.1016/j.jmatprotec.2007.06.061,sol_gel_ceramic_synthesis,"The powder samples were prepared by the sol-gel me ...  700 and 1000 degC) for 3 h (Zhao and Zhou, 2004)."
1482,10.1016/j.jeurceramsoc.2016.06.017,sol_gel_ceramic_synthesis,Ni-Zn ferrite with a chemical formula of Ni0.5Zn0. ... egC for 1 h and Ni-Zn ferrite powder was obtained.
1483,10.1016/j.ijhydene.2007.07.034,sol_gel_ceramic_synthesis,Preparation of thin films by sol-gel : In the sol- ... The thin films were sintered at 500 [?] C for 2 h.
1484,10.1016/j.ssi.2013.12.006,sol_gel_ceramic_synthesis,LLZ was prepared by a sol-gel process using LiNO3  ... emperatures between 600 degC and 900 degC for 5 h.
1485,10.1007/s10853-006-0099-3,sol_gel_ceramic_synthesis,"CoxNi1-xFe2O4 (0.0 <= x <= 1.0) ferrite powders we ... 2 h, yielding the materials examined in this work."
1486,10.1016/j.cplett.2016.01.005,sol_gel_ceramic_synthesis,For the synthesis of NiSb2O6 sol-gel method was ad ...  be described by the following chemical reactions:
1487,10.1016/j.jpowsour.2008.12.005,sol_gel_ceramic_synthesis,"The fine powders of Y0.7Ca0.3Cr1-xZnO3-δ (x = 0, 0 ... on and to obtain the highly reactive fine powders."
1488,10.1016/j.snb.2015.01.043,sol_gel_ceramic_synthesis,The Ni3V2O8 was prepared from nickel nitrate (Ni(N ... ffle furnace by a gradual increase of temperature.
1489,10.1007/s00339-014-8795-3,sol_gel_ceramic_synthesis,Polycrystalline samples of La1-xCexAl2B3O9 (x = 0. ... ded with the active carbon to reduce to Ce3+ ions.
1490,10.1016/j.electacta.2015.03.138,sol_gel_ceramic_synthesis,The Li2Zn0.6Cu0.4Ti3O8 was prepared by a typical s ... under the same condition without adding Cu-source.
1491,10.1016/j.ijhydene.2016.01.024,sol_gel_ceramic_synthesis,"AFe2O4 spinel ferrite catalysts (A = Ni, Co, Mn, M ... esis procedure have been previously described [4]."
1492,10.1016/j.cattod.2015.05.009,sol_gel_ceramic_synthesis,"Mg(NO3)2 (>99.9%, Strem), Ga(NO3)3*6H2O (>99.9%, S ...  under atmospheric pressure in a proper fume hood."
1493,10.1016/j.jallcom.2009.09.165,sol_gel_ceramic_synthesis,Carbon coated LiFePO4 composite materials were pre ... rement procedure can be found in the article [27].
1494,10.1016/j.ssi.2015.11.011,sol_gel_ceramic_synthesis,PBCNO powders were prepared by a combined EDTA-cit ... of SDC and NiO power with a weight ratio of 35:65.
1495,10.1007/s10854-015-3411-7,sol_gel_ceramic_synthesis,"Nickel nitrate Ni(NO3)2, copper nitrate Cu(NO3)2,  ... composites during 8.2-12.4 GHz were characterized."
1496,10.1016/j.materresbull.2015.11.050,sol_gel_ceramic_synthesis,Li4Ti5O12/anatase-TiO2 nanocomposites were prepare ... timum temperature of synthesis for nanocomposites.
1497,10.1002/celc.201500164,sol_gel_ceramic_synthesis,Layered-spinel integrated composite materials with ...  were collected after cooling to room temperature.
1498,10.1016/j.apsusc.2014.03.087,sol_gel_ceramic_synthesis,"In this synthesis, LaMnO3 were prepared via sol-ge ...  degC for 2 h to obtain pure LaMnO3 nanoparticles."
1499,10.1016/j.jlumin.2011.06.015,sol_gel_ceramic_synthesis,"Ca3Ga2(1-x)Si3O12:RE2x3+ (RE=Sm, Dy and x=1, 5, 10 ... duced in the host powder phosphors are as follows:"
1500,10.1007/s10800-013-0627-1,sol_gel_ceramic_synthesis,Three different LVP samples were prepared via a so ... id and oxalic acid will be indicated as LVP/CA+OA.
1501,10.1016/j.matchemphys.2012.05.011,sol_gel_ceramic_synthesis,The Y-Al-M-O or Y-Fe-Co-O precursor gels were prep ... substituted garnet samples is presented in Fig. 1.
1502,10.1007/s00339-014-8258-x,sol_gel_ceramic_synthesis,"Based on Ref. [7], the optimum concentration for T ... 0 degC for 2 h in air to obtain the final samples."
1503,10.1016/j.apsusc.2005.08.002,sol_gel_ceramic_synthesis,Catalysts were prepared using a modified sol-gel m ... o-precipitation method and calcinated at 400 degC.
1504,10.1016/j.electacta.2013.07.121,sol_gel_ceramic_synthesis,The Ni-doped TiO2 powder was prepared by a sol-gel ... used in the experiments were in analytical purity.
1505,10.1016/j.jssc.2006.06.029,sol_gel_ceramic_synthesis,The Bi2Fe4O9 precursors in this work were prepared ...  Then it was increased to 1073 K and kept for 3 h.
1506,10.1016/j.electacta.2016.02.065,sol_gel_ceramic_synthesis,Bare Li[Li0.2Ni0.17Co0.07Mn0.56]O2 was synthesized ... egC in air for 12 h to obtain the target material.
1507,10.1016/j.jelechem.2009.11.035,sol_gel_ceramic_synthesis,Li2Fe0.97Mg0.03SiO4 was prepared by a sol-gel meth ... en calcined at 700 degC for 12 h in flowing argon.
1508,10.1016/j.jpcs.2008.09.021,sol_gel_ceramic_synthesis,The samples of LiMn1.4Cr0.2Ni0.4O4 spinel were pre ...  product at a cooling rate of 5 degC min-1 in air.
1509,10.1016/j.jallcom.2011.05.083,sol_gel_ceramic_synthesis,The (1 - x)BiFeO3-xBi0.5Na0.5TiO3 (x = 0.37) (BF-B ... sed into pellets and sintered at 950 degC for 3 h.
1510,10.1016/j.matchemphys.2011.04.020,sol_gel_ceramic_synthesis,SnO2 nanowires were synthesized by a sol-gel metho ... recursor of Sn-C-O composite powders was obtained.
1511,10.1016/j.cattod.2014.06.010,sol_gel_ceramic_synthesis,"A sol-gel method was applied to prepare the mixed- ... r 4 h. After calcination, the catalyst was tested."
1512,10.1016/j.apcata.2010.06.024,sol_gel_ceramic_synthesis,"PrBaCo2O5+δ (PBC), Ba0.5Sr0.5Co0.8Fe0.2O3-δ (BSCF) ... he relative low calcination temperatures employed."
1513,10.1016/j.optmat.2003.11.006,sol_gel_ceramic_synthesis,The polycrystalline Ce3+ doped yttrium oxyorthosil ... ue to the rather high final annealing temperature.
1514,10.1007/s10800-009-9911-5,sol_gel_ceramic_synthesis,The Li4Mn5O12 particles were synthesized by a sol- ... d at 500 degC for 8 h to obtain the final product.
1515,10.1007/s10853-014-8737-7,sol_gel_ceramic_synthesis,The starting materials were standard reagents and  ... e annealed at 1173 K for 36 h under O2 atmosphere.
1516,10.1016/j.matchemphys.2015.12.043,sol_gel_ceramic_synthesis,The Y-Al-M-O (M = In or Cr) precursor gels were pr ... dditionally sintered for 10 h at 1000 degC in air.
1517,10.1016/j.electacta.2006.06.024,sol_gel_ceramic_synthesis,Li[Li0.07Ni0.1Co0.6Mn0.23]O2 materials were prepar ... 10 h at 950 degC and quenched to room temperature.
1518,10.1016/j.scriptamat.2015.08.008,sol_gel_ceramic_synthesis,"Y0.08Sr0.92Ti1 - xScxO3 - δ (x = 0.03, 0.05, 0.07) ... ment of total electrical and ionic conductivities."
1519,10.1016/j.mseb.2006.09.007,sol_gel_ceramic_synthesis,Homogeneous magnetic-nonmagnetic composites of (1  ... ets and finally sintered at 1073 K in air for 2 h.
1520,10.1016/j.matlet.2005.10.060,sol_gel_ceramic_synthesis,"La0.8Na0.2MnO3 bulk samples were synthesized by so ...  degC, 1150 degC, 1200 degC for 5 h, respectively."
1521,10.1016/j.physb.2009.08.033,sol_gel_ceramic_synthesis,"Nano-polycrystalline powder of LKCMO were prepared ... us temperatures (i.e., 1000 [?] C ) for 10 h [16]."
1522,10.1016/j.optmat.2013.11.031,sol_gel_ceramic_synthesis,"In the present investigation, Zn0.96-xMn0.04CoxO ( ... ir atmosphere for 4 h followed by furnace cooling."
1523,10.1016/j.jpowsour.2016.06.134,sol_gel_ceramic_synthesis,Ln0.5Sr0*5Fe0*8Cu0*2O3-δ was synthesized where Ln  ...  ratio of 1:1 and firing them at 900 degC for 4 h.
1524,10.1016/j.synthmet.2011.08.022,sol_gel_ceramic_synthesis,The LVP/MWCNTsx composite cathode materials were p ... thesized samples could be obtained after grinding.
1525,10.1016/j.ssc.2008.08.018,sol_gel_ceramic_synthesis,"The Bi1-xCexFeO3 films with x = 0 , 0.05 and 0.10  ... ted several times to obtain the desired thickness."
1526,10.1016/j.mseb.2008.01.002,sol_gel_ceramic_synthesis,The (1 - x) La0.67Ca0.33MnO3/xCuFe2O4 samples (x = ... sed into pellets and sintered at 850 degC for 1 h.
1527,10.1016/j.fuel.2007.10.029,sol_gel_ceramic_synthesis,The CeO2-TiO2 binary oxides were prepared from Ce( ...  symbolized as CeO2-TiO2 (x:(10-x)) (molar ratio).
1528,10.1016/j.matchemphys.2012.04.017,sol_gel_ceramic_synthesis,The powder with a composition of 0.63BMT-0.37PT wa ...  in air in the temperature range of 990-1100 degC.
1529,10.1002/pc.22701,sol_gel_ceramic_synthesis,Barium hexaferrite powders were synthesized throug ... tered at 1000degC for 5 h in ash oven in air [15].
1530,10.1016/j.matchemphys.2013.12.038,sol_gel_ceramic_synthesis,"Y0.9Eu0.1V1-xCrxO4 samples (x = 0, 0.1, 0.2 and 0. ...  to dark green by increasing the chromium content."
1531,10.1016/j.jpcs.2009.05.005,sol_gel_ceramic_synthesis,Bulk polycrystalline samples with compositional fo ...  and finally sintered in air at 1200 degC for 4 h.
1532,10.1016/j.cattod.2014.11.032,sol_gel_ceramic_synthesis,"Ba-Mn based perovskite-type oxides were synthesize ... 800, BaMn900, BaMn1150 and BaMn800+, respectively."
1533,10.1016/j.electacta.2013.09.105,sol_gel_ceramic_synthesis,The pristine LiCoO2 powders are prepared by sol-ge ... ve at 700 degC for 10 h to produce LiCoO2 powders.
1534,10.1007/s10832-013-9802-3,sol_gel_ceramic_synthesis,The BaTiO3 powder was synthesized by sol-gel metho ... and the following grinding gave the BaTiO3 powder.
1535,10.1016/j.matchemphys.2012.01.104,sol_gel_ceramic_synthesis,"To synthesize Sm2FeTaO7 using sol-gel processing,  ... r atmosphere using a heating rate of 1 degC min-1."
1536,10.1016/j.optmat.2011.02.019,sol_gel_ceramic_synthesis,"Nanocrystalline ZrO2 doped with 0.5 mol.% of Er3+, ... or 2 h and finally cooled to the room temperature."
1537,10.1016/j.pmatsci.2011.08.002,sol_gel_ceramic_synthesis,If the salts are mixed with a hydrocarboxylic acid ... ed by calcining the dried gel at 800 degC for 5 h.
1538,10.1016/j.actamat.2013.08.060,sol_gel_ceramic_synthesis,"CaIn2-x-yHoxYbyO4 (x = 0.001, 0.003, 0.005, 0.007, ... arting materials of CaCO3, In2O3, Ho2O3 and Yb2O3."
1539,10.1016/j.ssc.2005.04.014,sol_gel_ceramic_synthesis,The microstructure of ceramic materials in general ... lets and were sintered at 900 degC in air for 4 h.
1540,10.1016/j.apcatb.2003.09.005,sol_gel_ceramic_synthesis,Metal oxide-doped Co/Al2O3 catalysts were prepared ...  were calcined finally at 600 degC for 4 h in air.
1541,10.1016/j.ijhydene.2010.12.113,sol_gel_ceramic_synthesis,PSCFSx (x = 0.0-0.2) were synthesized via an EDTA- ... e sol-gel method and calcined at 600 degC for 5 h.
1542,10.1016/j.mseb.2016.05.019,sol_gel_ceramic_synthesis,"MgFe1-xInxO4 nanoparticles (where x = 0.00, 0.04,  ... niques and explored for their magnetic properties."
1543,10.1016/j.electacta.2012.06.073,sol_gel_ceramic_synthesis,LnBaFe2O5+δ powders were synthesized via a combine ... sequently calcinated at 1000 degC for 10 h in air.
1544,10.1016/j.jmmm.2010.08.007,sol_gel_ceramic_synthesis,"In our experiments, polycrystalline manganite samp ... C for 48 h in air to obtain the ceramic compounds."
1545,10.1016/j.jpowsour.2011.11.051,sol_gel_ceramic_synthesis,The Li3V2(PO4)3/C cathode materials were prepared  ... e gas flow of high pure N2 to yield Li3V2(PO4)3/C.
1546,10.1016/j.cej.2010.04.034,sol_gel_ceramic_synthesis,The preparation of chromium (Cr) doped TiO2 and Cr ...  was similar to that of Cr doped TiO2 preparation.
1547,10.1016/j.jhazmat.2005.09.010,sol_gel_ceramic_synthesis,"Nanophase TiO2 catalysts were produced using a pro ... owder diffractometer (D8 advance, Bruker, German)."
1548,10.1016/j.jallcom.2013.01.026,sol_gel_ceramic_synthesis,BiFeO3 and BiFe0.95Co0.05O3 ceramics were prepared ... epeatedly to remove the trace amounts of impurity.
1549,10.1111/j.1551-2916.2009.02938.x,sol_gel_ceramic_synthesis,"The samples of Ce6-xGdxMoO15-δ were prepared by a  ...  the nitrates, followed by combustion of organics."
1550,10.1016/j.ssi.2011.11.024,sol_gel_ceramic_synthesis,"(Ba0.5Sr0.5)1 - xGdxCo0.8Fe0.2O3 - δ (x = 0, 0.02, ...  selected for the electrical conductivity testing."
1551,10.1016/j.mseb.2004.08.012,sol_gel_ceramic_synthesis,A LiMn2O4 powder was prepared by an aqueous sol-ge ... d by X-ray diffraction (XRD) analysis (see below).
1552,10.1016/j.jpowsour.2005.03.236,sol_gel_ceramic_synthesis,The TiO2-coated Ni powder was prepared by a sol-ge ...  organic substrate and all decomposable materials.
1553,10.1016/j.apcatb.2011.12.010,sol_gel_ceramic_synthesis,Nanostructured Ce-Al-O mixed oxides with different ... C for 4 h for decomposition of organic precursors.
1554,10.1016/j.jssc.2003.09.020,sol_gel_ceramic_synthesis,"Then, samples of xNdO1.5-(1-x)CeO2-δ (0x0.30) were ... gel was then thermally treated at 320degC for 2 h."
1555,10.1016/j.jpowsour.2004.11.031,sol_gel_ceramic_synthesis,The (Co/Mg)-coated Ni powder was prepared from a C ... C for 3 h to obtain the (Co/Mg)-coated Ni powders.
1556,10.1007/s10854-007-9527-7,sol_gel_ceramic_synthesis,The precursor solutions for undoped and doped BST  ... kness measured by an ellipsometer is about 300 nm.
1557,10.1016/j.electacta.2007.01.019,sol_gel_ceramic_synthesis,Li3V2(PO4)3/carbon composite material was synthesi ... hen sintered at 750 degC for 4 h in flowing argon.
1558,10.1016/j.nanoso.2016.08.001,sol_gel_ceramic_synthesis,A modified Pechini method and the metal complex me ... acid with EG ) and S 4 (phthalic acid without EG).
1559,10.1016/j.matchemphys.2008.05.013,sol_gel_ceramic_synthesis,LiV3O8 were synthesized by two methods. One is nor ...  the precursor at different temperatures for 10 h.
1560,10.1016/j.fuel.2011.03.009,sol_gel_ceramic_synthesis,"Besides coal samples, the Fe2O3 OC used (including ... o (as seen in Section 2.2) in a laboratory mortar."
1561,10.1016/j.jssc.2013.08.006,sol_gel_ceramic_synthesis,"Powder samples of composition LiMn1.5M0.5O4 (M=Fe, ... m 450 degC to 700 degC for a few hours in the air."
1562,10.1016/j.jpowsour.2014.08.068,sol_gel_ceramic_synthesis,LaNiO3 was synthesized by the citrate-based sol-ge ...  and mortar the black powder (LaNiO3) was crushed.
1563,10.1016/j.apsusc.2014.03.035,sol_gel_ceramic_synthesis,All of the reactants were of analytical grade and  ...  of 5 degC/min to obtain the ZnWO4/CNTs composite.
1564,10.1016/j.cattod.2004.04.059,sol_gel_ceramic_synthesis,"Electrolyte powder was synthesized by sol-gel meth ... 3 K for 4 h, and then ground again to fine powder."
1565,10.1016/j.jpowsour.2006.12.069,sol_gel_ceramic_synthesis,Li1.05Ni0.35Co0.25Mn0.4O2 (calcined at 1000 degC f ... in LiCoO2 coated Li1.05Ni0.35Co0.25Mn0.4O2 powder.
1566,10.1016/j.matchemphys.2015.12.002,sol_gel_ceramic_synthesis,Bismuth-Titanium Oxide nanopowders with different  ... hydroxilate and to produce a crystalline material.
